Overvaluation (Earnings),124%,88%,71%,71%,33%,100%,170%,122%,158%,156%,133%,98%,84%
FCF/PRICE,212.2,243.34,265.69,315.7,868.65,474.3,407.03,474.06,355.49,269.62,253.91,217.85,233.57
P/E,16.9,9.48,10.45,13.18,24.34,86.34,19.85,14.03,46.19,12.07,15.89,8.37,8.6
Market cap,47.18,42.38,38.23,37.07,13.95,31.78,39.85,34.07,38.9,53.51,52.8,57.5,60.76
ROIC,1.47,4.57,-54.57,2.33,-2.76,0.29,0.21,36.34,0.89,5.65,-4.23,-3.6,0.89
Price,49.51,43.82,39.9,39.42,15.09,27.63,34.14,28.76,32.33,44.4,45.61,51.48,54.18
Outcome short,,-0.11,-0.09,-0.01,-0.62,0.83,0.24,-0.16,0.12,0.37,0.03,0.13,0.05
Outcome long,,,-0.19,-0.1,-0.62,-0.3,1.26,0.04,-0.05,0.54,0.41,0.16,0.19
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,101%,140%,103%,92%,107%,147%,167%,194%,158%
Overvaluation (Earnings),,,,,,109%,114%,119%,118%,118%,150%,163%,134%
FCF/PRICE,,,,,49.29,30.18,38.05,48.51,27.89,21.14,14.48,16.98,16.85
P/E,,, -   , -   ,-13.21,13.04,16.2,14.41,14.93,15.97,20.13,23.48,19.09
Market cap,0,0,0,0,4.12,7.19,7.87,8.37,9.07,9.65,13.83,17.51,16.17
ROIC,,,107.21,0.69,400.33,-0.78,-7.76,-3.46,24.91,4.22,-5.27,-3.65,-5.7
Price,0,0,0,0,16.25,28.3,35.16,39.48,44.18,48.72,71.68,93.2,88.02
Outcome short,,,,,,0.74,0.24,0.12,0.12,0.1,0.47,0.3,-0.06
Outcome long,,,,,,,1.16,0.4,0.26,0.23,0.62,0.91,0.23
,,,,,,,,,,,,,
Overvaluation (FCF),172%,121%,132%,87%,92%,93%,108%,106%,102%,114%,129%,126%,117%
Overvaluation (Earnings),128%,119%,153%,105%,105%,106%,116%,107%,103%,104%,119%,131%,133%
FCF/PRICE,35.92,32.36,26.33,37.05,33.84,31.5,28.37,38.3,30.54,36.06,20.39,17.5,15.1
P/E,16.34,14.68,30.22,11.8,12.22,13.52,13.38,12.97,14.82,20.87,10.73,23.39,24.18
Market cap,4.49,4.66,5.78,4.31,4.51,5.4,6.11,5.98,6.04,5.94,7.43,8.56,9.22
ROIC,-4.06,-7.34,-12.93,0.63,0.39,3.82,4.35,3.97,0.82,0.7,-0.99,-0.58,-1.58
Price,29.08,31.71,40.8,30.67,32.39,38.41,45.35,46.32,46.38,44.88,58.69,67.83,74.95
Outcome short,,0.09,0.29,-0.25,0.06,0.19,0.18,0.02,0,-0.03,0.31,0.16,0.1
Outcome long,,,0.4,-0.03,-0.21,0.25,0.4,0.21,0.02,-0.03,0.27,0.51,0.28
,,,,,,,,,,,,,
Overvaluation (FCF),350%,385%,661%,675%,406%,162%,155%,120%,153%,199%,304%,342%,491%
Overvaluation (Earnings),102%,108%,120%,90%,73%,82%,91%,105%,117%,123%,148%,128%,144%
FCF/PRICE,69.77,113.92,86.02,96.02,84.47,60.68,60.66,48.26,46.09,48.03,29.84,31.53,20.94
P/E,17.32,14.16,19.92,7.71,10.68,13.45,12.12,13.03,16.92,17.66,16.94,19.8,20.76
Market cap,7.51,7.68,8.58,7.18,5.82,7.21,7.68,9.22,10.35,11.76,15.29,14.39,16.87
ROIC,0.19,0.5,0.07,-0.17,0.04,0.42,2.19,1,1.05,-1.92,0.25,-0.01,-0.03
Price,43.13,43.19,48.41,43.96,35.67,43.59,45.32,54.45,60.05,66.39,86.37,80.19,94.03
Outcome short,,0,0.12,-0.09,-0.19,0.22,0.04,0.2,0.1,0.11,0.3,-0.07,0.17
Outcome long,,,0.12,0.02,-0.26,-0.01,0.27,0.25,0.33,0.22,0.44,0.21,0.09
,,,,,,,,,,,,,
Overvaluation (FCF),86%,97%,143%,299%,451%,1388%,,,,506%,368%,,
Overvaluation (Earnings),93%,71%,94%,96%,96%,113%,134%,154%,134%,134%,164%,118%,116%
FCF/PRICE,169.58,175.59,114,94.33,96.49,79.18,72.94,83.76,157.19,125.26,134.46,159.69,162.42
P/E,9.58,4.25,12.32,17.09,14.03,20.73,17.81,17.23,20.78,18.35,31.41,17.63,17.96
Market cap,14.11,14.83,24.31,25.47,19.23,22.53,23.67,29.39,44.92,48.72,59.06,49.12,51.22
ROIC,-1.88,-1.44,0.22,-0.38,0.05,-0.23,-0.4,-0.59,-0.03,0,0.34,0.46,0.15
Price,44.24,47.94,58.01,60.51,45.03,51.63,53.43,66,63.8,69.01,83.54,71.39,74.35
Outcome short,,0.08,0.21,0.04,-0.26,0.15,0.03,0.24,-0.03,0.08,0.21,-0.15,0.04
Outcome long,,,0.31,0.26,-0.22,-0.15,0.19,0.28,0.19,0.05,0.31,0.03,-0.11
,,,,,,,,,,,,,
Overvaluation (FCF),184%,189%,173%,157%,132%,132%,120%,95%,115%,104%,115%,97%,93%
Overvaluation (Earnings),173%,160%,145%,120%,94%,100%,110%,108%,137%,136%,144%,153%,131%
FCF/PRICE,22.34,39.09,39.11,38.56,46.92,35.65,26.6,30.42,36.51,38.85,27.58,34.42,41.68
P/E,18.31,23.02,20.76,15.88,14.05,14.47,17.64,15.29,20.17,21.48,22.74,55.77,18.3
Market cap,3.9,5.16,5.95,6.04,5.15,6.05,6.67,7.1,11.66,13.51,16.33,14.62,12.5
ROIC,1.68,0.24,0.27,1.63,1.32,1.64,1.99,1.26,0.27,0.39,2.31,5.38,17.08
Price,19.77,25.32,28.44,28.18,24.79,29.37,34.75,37.91,55.27,63.37,75.74,69.71,63.33
Outcome short,,0.28,0.12,-0.01,-0.12,0.18,0.18,0.09,0.46,0.15,0.2,-0.08,-0.09
Outcome long,,,0.44,0.11,-0.13,0.04,0.4,0.29,0.59,0.67,0.37,0.1,-0.16
,,,,,,,,,,,,,
Overvaluation (FCF),131%,147%,151%,269%,325%,385%,502%,,,,,,
Overvaluation (Earnings),134%,152%,145%,144%,101%,102%,93%,69%,56%,63%,113%,61%,113%
FCF/PRICE,79.65,46.91,69.25,41.13,47.71,51.73,58.37,108.68,115.35,107.56,96.96,102.97,64.46
P/E,8.89,9.99,10.58,11.11,-13.55,-13.17,7.61,5.51,-100.08,"-1,031.17",15.65,-0.9,-2.37
Market cap,18.83,27.73,29.79,39.49,29.01,32.83,33.88,25.03,21.13,25.12,25.03,13.38,23.16
ROIC,0.13,3.8,0.51,0.09,0.34,-0.08,0.19,-1.18,-1.11,-2.08,-0.94,1.56,0.52
Price,38.92,62.54,67.08,88.91,65.71,73.5,78.51,62,52.04,61.87,61.21,32,44.23
Outcome short,,0.61,0.07,0.33,-0.26,0.12,0.07,-0.21,-0.16,0.19,-0.01,-0.48,0.38
Outcome long,,,0.72,0.42,-0.02,-0.17,0.19,-0.16,-0.34,0,0.18,-0.48,-0.28
,,,,,,,,,,,,,
Overvaluation (FCF),249%,255%,273%,337%,153%,159%,133%,147%,119%,153%,190%,150%,138%
Overvaluation (Earnings),,,,,,,,,,,298%,198%,151%
FCF/PRICE,15.99,15.88,20.37,26.02,62.45,84.35,102.46,128.56,108.31,82.39,46.7,36.58,25.89
P/E,32.57,72.96,209.83,-34.43,-5.35,-8.97,-23.25,71.7,57.1,967,21.87,18.89,20.51
Market cap,16.07,16.69,15.69,15.87,5.85,6.16,6.5,5.28,5.35,9.02,18.23,19.9,23.89
ROIC,7.14,2,1.71,1.44,-3.03,0,-0.02,0.48,0.75,-1.67,-1.65,-16.67,2.61
Price,51.78,54.72,50.36,49.92,18.19,18.66,19.53,16.49,17.7,29.01,58.82,66.11,79.17
Outcome short,,0.06,-0.08,-0.01,-0.64,0.03,0.05,-0.16,0.07,0.64,1.03,0.12,0.2
Outcome long,,,-0.03,-0.09,-0.64,-0.63,0.07,-0.12,-0.09,0.76,2.32,1.28,0.35
,,,,,,,,,,,,,
Overvaluation (FCF),260%,142%,86%,82%,34%,55%,66%,73%,142%,124%,104%,118%,125%
Overvaluation (Earnings),,168%,105%,124%,52%,75%,79%,74%,109%,105%,150%,197%,236%
FCF/PRICE,44.32,81.63,198.93,221.87,630.12,367.88,406.79,527.33,509.04,547.38,742.21,82.35,129.98
P/E,42.95,23.32,16.03,55.88,4.32,5.41,8.61,5.19,10.78,10.59,590.5,19.35,18.68
Market cap,32.77,25.54,17.33,18.86,7.51,12.85,15.2,16.43,27.77,29.88,28.91,32.54,32.36
ROIC,0.76,0.67,1.53,-6.74,8.16,2.81,2.27,1.38,1.31,1.78,3.95,-1.22,-1
Price,24.48,18.19,12.66,13.97,5.88,9.9,11.71,12.77,21.46,23.09,23.62,27.48,28.95
Outcome short,,-0.26,-0.3,0.1,-0.58,0.68,0.18,0.09,0.68,0.08,0.02,0.16,0.05
Outcome long,,,-0.48,-0.23,-0.54,-0.29,0.99,0.29,0.83,0.81,0.1,0.19,0.23
,,,,,,,,,,,,,
Overvaluation (FCF),183%,168%,177%,170%,107%,124%,125%,144%,172%,231%,188%,178%,151%
Overvaluation (Earnings),171%,156%,,,117%,138%,129%,143%,164%,209%,170%,171%,161%
FCF/PRICE,26.74,30.86,33.25,29.65,41.02,28.04,26.28,54.77,42.46,33.46,41.79,41.65,35.79
P/E,32.23,29.49,31.61,30.12,19.53,25.62,22.61,30.27,30.6,33,26.6,34.45,32.4
Market cap,9.05,9.22,11.36,12.66,8.3,10.55,11.72,16.88,21.19,31.4,31.35,33.86,34.01
ROIC,1.1,5.83,-3.31,1.7,1.35,1.89,24.81,0.14,0.16,0.69,1.69,-1.53,-4.3
Price,35.13,36.27,45.2,51.21,35.15,44.58,50.42,57.81,71.9,104.27,104.52,114.38,116.64
Outcome short,,0.03,0.25,0.13,-0.31,0.27,0.13,0.15,0.24,0.45,0,0.09,0.02
Outcome long,,,0.29,0.41,-0.22,-0.13,0.43,0.3,0.43,0.8,0.45,0.1,0.12
,,,,,,,,,,,,,
Overvaluation (FCF),1045%,,,,,,,191%,164%,201%,320%,409%,550%
Overvaluation (Earnings),114%,120%,116%,108%,80%,88%,94%,116%,99%,102%,120%,114%,121%
FCF/PRICE,51.31,71.68,59.75,79.73,82.33,64.71,51.04,48.15,71.03,85.56,56.92,73.44,50.82
P/E,19.27,15.76,16.29,14.08,8.91,14.47,14.29,17.38,14.39,15.31,17.79,15.87,17.53
Market cap,10.61,11.36,12.38,13.29,10.65,12.77,14.46,18.17,16.27,16.19,19.33,15.1,21.53
ROIC,-0.05,-0.42,-0.42,-0.62,-0.4,-0.27,-0.29,0.39,0.69,-5.1,0.34,0.14,0.18
Price,43.75,46.33,48.07,48.85,38.93,45.43,49.57,62.03,55.54,55.28,66.01,64.27,70.66
Outcome short,,0.06,0.04,0.02,-0.2,0.17,0.09,0.25,-0.1,0,0.19,-0.03,0.1
Outcome long,,,0.1,0.05,-0.19,-0.07,0.27,0.37,0.12,-0.11,0.19,0.16,0.07
,,,,,,,,,,,,,
Overvaluation (FCF),121%,144%,150%,123%,87%,94%,108%,111%,138%,146%,147%,170%,172%
Overvaluation (Earnings),135%,164%,143%,119%,83%,93%,101%,111%,143%,163%,166%,202%,191%
FCF/PRICE,16.26,7.75,14.34,15.04,11.99,15.93,8.97,9.42,11.95,9.59,10.18,5.42,10.81
P/E,15.97,20.44,19.15,18,12.69,16.88,16.87,20.61,24.38,24.33,27.23,31.37,30.39
Market cap,3.77,4.94,5.06,4.72,3.35,3.9,4.36,4.66,6.52,8.42,9.66,13.22,14.38
ROIC,"-2,594.00",2.45,9.46,0.68,0.57,16.94,8.16,13.18,1.4,2.03,-84.06,9.89,0.99
Price,28.1,38.02,40.6,36.36,26.52,30.89,35.6,38.74,54.12,69.09,80.87,111.37,120.06
Outcome short,,0.35,0.07,-0.1,-0.27,0.16,0.15,0.09,0.4,0.28,0.17,0.38,0.08
Outcome long,,,0.44,-0.04,-0.35,-0.15,0.34,0.25,0.52,0.78,0.49,0.61,0.48
,,,,,,,,,,,,,
Overvaluation (FCF),100%,165%,204%,271%,253%,391%,,,,,,482%,
Overvaluation (Earnings),103%,134%,129%,147%,90%,104%,111%,116%,107%,125%,132%,120%,145%
FCF/PRICE,126.04,113.71,94.61,79.75,208.5,108.88,102.38,105.02,82.85,105.42,83.67,83.21,76.58
P/E,11.56,12.71,12.74,16.12,8.73,13.48,10.1,-376.36,-80.7,16.65,13.39,19.1,25.93
Market cap,10.44,14.21,14.82,17.39,10.47,11.33,12.58,13.49,14.72,15.09,21.33,19.29,22.73
ROIC,0.93,-0.57,0.22,0.46,0.22,-0.1,-0.3,-0.35,-9.56,3.5,-0.46,-0.21,-0.04
Price,32.03,43.61,45.48,53.37,32.12,34.78,38.6,41.4,45.19,46.3,65.48,59.21,69.76
Outcome short,,0.36,0.04,0.17,-0.4,0.08,0.11,0.07,0.09,0.02,0.41,-0.1,0.18
Outcome long,,,0.42,0.22,-0.29,-0.35,0.2,0.19,0.17,0.12,0.45,0.28,0.07
,,,,,,,,,,,,,
Overvaluation (FCF),123%,110%,132%,125%,93%,128%,206%,183%,205%,218%,185%,170%,138%
Overvaluation (Earnings),129%,130%,132%,121%,87%,137%,211%,166%,163%,143%,149%,146%,122%
FCF/PRICE,76.53,74.36,64.85,73.15,89.3,56.41,36.94,39.28,29.41,27.7,24.64,29.45,34.48
P/E,21.99,34.54,21.43,19.36,29.71,23.42,30.23,25.06,25.49,24.27,30.73,30.75,26.75
Market cap,8.62,8.19,8.99,9.01,5.15,8.87,16.76,21.05,25.52,28.43,32.49,33.47,28.82
ROIC,-11.29,5.71,1.95,1.21,2.28,-5.36,7.91,4.34,3.37,2.35,3.78,3.85,4.43
Price,19.57,19.34,23.14,23.23,16.34,27.87,52.6,54.12,65.77,74.26,86.66,91.02,78.65
Outcome short,,-0.01,0.2,0,-0.3,0.71,0.89,0.03,0.22,0.13,0.17,0.05,-0.14
Outcome long,,,0.18,0.2,-0.29,0.2,2.22,0.94,0.25,0.37,0.32,0.23,-0.09
,,,,,,,,,,,,,
Overvaluation (FCF),150%,145%,130%,151%,117%,147%,166%,149%,179%,150%,116%,87%,94%
Overvaluation (Earnings),234%,110%,115%,102%,65%,143%,176%,134%,174%,150%,122%,91%,103%
FCF/PRICE,38.07,40.74,35.7,36.73,52.46,26.56,25.45,28.52,20.04,18.22,26.65,30.45,29.36
P/E,26.49,7.58,12.08,17.07,6.97,32.56,14.6,8.64,23.23,10.85,15.26,11.93,12.98
Market cap,4.58,4.21,4.96,4.87,2.3,4.37,5.95,5.35,10.48,12.3,11.28,9.98,11.03
ROIC,-1.16,-62.36,-3.12,-4.19,-5.78,-8.47,2.29,2.49,0.2,0.28,0.6,0.83,-3.58
Price,28.87,25.8,29.66,30.55,15.86,30.12,42.04,39.06,68.05,80.7,75.86,67.51,75.14
Outcome short,,-0.11,0.15,0.03,-0.48,0.9,0.4,-0.07,0.74,0.19,-0.06,-0.11,0.11
Outcome long,,,0.03,0.18,-0.47,-0.01,1.65,0.3,0.62,1.07,0.11,-0.16,-0.01
,,,,,,,,,,,,,
Overvaluation (FCF),115%,119%,134%,91%,87%,105%,82%,94%,120%,109%,81%,103%,109%
Overvaluation (Earnings),130%,129%,128%,86%,83%,104%,81%,93%,124%,119%,79%,100%,103%
FCF/PRICE,137.35,128.17,104.21,161.14,123.65,111.07,156.5,147.77,117.85,135.09,176.59,146.91,144.97
P/E,21.12,18.72,20.01,13.33,17.66,18.54,12.63,18.08,23.44,20.65,11.07,21.63,21.92
Market cap,29.48,33.74,41.96,31.46,30.13,39.64,30.52,34.95,45.72,43.59,28.91,35.08,35.51
ROIC,-271.06,2.98,2.87,33.79,61.73,2.91,3.77,-7.14,-5.18,-4.82,-3.09,-3.67,-10
Price,35.9,41.93,53.22,40.79,40.08,52.66,41.31,48.27,64.7,62.58,44.17,54.51,55.24
Outcome short,,0.17,0.27,-0.23,-0.02,0.31,-0.22,0.17,0.34,-0.03,-0.29,0.23,0.01
Outcome long,,,0.48,-0.03,-0.25,0.29,0.03,-0.08,0.57,0.3,-0.32,-0.13,0.25
,,,,,,,,,,,,,
Overvaluation (FCF),142%,155%,121%,99%,89%,68%,108%,90%,57%,167%,238%,317%,89%
Overvaluation (Earnings),170%,163%,136%,113%,100%,72%,115%,106%,82%,234%,,,
FCF/PRICE,13.01,16.84,12.26,14.88,14.93,23.01,20.61,32.49,66.76,25.15,43.9,56.75,161.65
P/E,19.45,19.91,26.78,15.78,12.56,9.04,16.23,22.28,-4.1,-11.79,-15.68,-8.07,-53.13
Market cap,2.77,4.02,3.68,3.58,3.47,2.41,4.14,4.05,2.91,7.78,11.1,13.6,3.67
ROIC,5.13,28.47,21.45,3.27,3.18,1.51,0.54,0.31,1.08,-1.14,0.36,0.03,0.1
Price,21.01,30.26,27.58,26.67,25.88,20.52,35.71,34.53,26.23,67.46,72.12,61.22,16.47
Outcome short,,0.44,-0.09,-0.03,-0.03,-0.21,0.74,-0.03,-0.24,1.57,0.07,-0.15,-0.73
Outcome long,,,0.31,-0.12,-0.06,-0.23,0.38,0.68,-0.27,0.95,1.75,-0.09,-0.77
,,,,,,,,,,,,,
Overvaluation (FCF),1549%,412%,294%,339%,,,,,,,,,
Overvaluation (Earnings),189%,223%,143%,156%,90%,133%,162%,223%,287%,264%,190%,112%,128%
FCF/PRICE,35.44,31.94,40.19,33.03,53.02,27.66,48.57,51.2,48.41,34.1,36.76,25.7,18.06
P/E,13.83,14.3,11.92,20.43,6.85,44.84,145.11,24.03,57.52,20.88,17.31,-8.54,-42.47
Market cap,8.49,17.76,15.22,22,16.62,24.57,23.23,26.5,32.81,45.63,50.48,38.92,55.33
ROIC,-0.07,0.4,0.16,-0.08,-0.27,-0.35,-0.84,-1.04,-1.5,-0.9,-0.25,0.38,0.23
Price,17.84,36.69,31.23,44.63,33.29,48.65,45.71,49.26,60.4,83.92,92.07,70.79,95.98
Outcome short,,1.06,-0.15,0.43,-0.25,0.46,-0.06,0.08,0.23,0.39,0.1,-0.23,0.36
Outcome long,,,0.75,0.22,0.07,0.09,0.37,0.01,0.32,0.7,0.52,-0.16,0.04
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),,,,,100%,245%,239%,335%,573%,474%,579%,639%,818%
FCF/PRICE,0.75,2.24,1.04,1.89,5.45,2.97,3.91,7.15,2.66,3.08,2.84,5.48,4.4
P/E,-11.04,-22.91,-343.73,-631.69,19.06,60.66,99.1,58.28,72.86,93.89,-45.71,94.21,329.86
Market cap,0.81,1.12,2.23,3.7,1.99,4.17,3.75,4.73,10.06,8.8,12.8,18.78,24.25
ROIC,1.77,0.17,-0.28,-0.4,-0.52,-1.24,-0.24,-0.17,-0.28,-0.1,-0.09,0.61,0
Price,42.74,40.76,75.62,101.07,53.19,106.15,81.26,101.4,206.2,177.45,226.73,302.4,339.76
Outcome short,,-0.05,0.86,0.34,-0.47,1,-0.23,0.25,1.03,-0.14,0.28,0.33,0.12
Outcome long,,,0.77,1.48,-0.3,0.05,0.53,-0.04,1.54,0.75,0.1,0.7,0.5
,,,,,,,,,,,,,
Overvaluation (FCF),169%,,,,,17607%,23761%,19854%,,,,,
Overvaluation (Earnings),119%,106%,113%,69%,62%,84%,185%,172%,157%,102%,156%,168%,84%
FCF/PRICE, -   , -   , -   , -   ,24.08,7.72,5.37,5.3,6.61,10.71,10.64,10.65,26.93
P/E,24.12,14.02,14.5,10.76,20.42,26.6,54.68,19.14,20.99,10.05,41.53,34.57,5.19
Market cap,10.31,11.33,14.9,9.83,8.11,9.46,15.08,16.97,18.42,18.7,26.07,29.76,21.73
ROIC,-0.2,-0.95,-1.85,-3.35,-28.43,2.98,-2.07,-1.65,-2.44,-0.13,0.04,-21.69,-0.09
Price,36.18,39.12,50.75,36.47,29.82,33.78,51.95,57.03,56.67,51.87,71.84,81.59,59.43
Outcome short,,0.08,0.3,-0.28,-0.18,0.13,0.54,0.1,-0.01,-0.08,0.39,0.14,-0.27
Outcome long,,,0.4,-0.07,-0.41,-0.07,0.74,0.69,0.09,-0.09,0.27,0.57,-0.17
,,,,,,,,,,,,,
Overvaluation (FCF),,,145%,186%,117%,,,,,,,,
Overvaluation (Earnings),126%,126%,129%,158%,97%,141%,161%,160%,177%,240%,188%,140%,253%
FCF/PRICE,36.73,57.03,25.86,28.52,31.08,13.95,13.31,14.69,9.67,5.83,11.01,15.27,8.82
P/E,13.66,17.47,23.19,25.37,16.78,36.91,28.56,17.18,48.34,34.93,29.8,93.09,-28.75
Market cap,3.73,4.4,5.08,6.51,4.39,5.75,6.69,8.19,8.85,13.55,11.48,7.95,12.12
ROIC,-0.57,0.69,-4.61,-0.62,-0.51,-0.5,-0.64,-0.54,-0.87,-1.2,-1.09,-0.91,-1.22
Price,30.33,36.69,41.75,53.28,33.55,43.92,44.84,54.79,58.98,89.78,75.7,52.13,70.14
Outcome short,,0.21,0.14,0.28,-0.37,0.31,0.02,0.22,0.08,0.52,-0.16,-0.31,0.35
Outcome long,,,0.38,0.45,-0.2,-0.18,0.34,0.25,0.32,0.64,0.28,-0.42,-0.07
,,,,,,,,,,,,,
Overvaluation (FCF),272%,537%,,,,277%,272%,307%,,,,,
Overvaluation (Earnings),106%,116%,109%,104%,79%,90%,105%,113%,114%,120%,144%,124%,116%
FCF/PRICE,82.94,100.32,48.43,38.52,70.8,37.98,42.19,54,93.24,77.27,58.56,58.54,50.24
P/E,20.71,-10.2,9.23,19.69,14.41,13.5,14.56,16.25,20.68,17.02,20.74,18.5,18.72
Market cap,2.41,3.02,4.34,4.86,3.75,4.53,5.63,6.39,12.27,13.36,16.96,16.2,16.67
ROIC,0.01,-0.64,1.57,2.48,-0.74,-0.45,-0.4,0.18,-0.02,-0.02,-0.04,-0.02,-0.25
Price,18.85,19.69,28.16,31.31,24.06,25.79,31.88,36.07,39.08,42.39,53.52,51.07,52.59
Outcome short,,0.04,0.43,0.11,-0.23,0.07,0.24,0.13,0.08,0.08,0.26,-0.05,0.03
Outcome long,,,0.49,0.59,-0.15,-0.18,0.33,0.4,0.23,0.18,0.37,0.2,-0.02
,,,,,,,,,,,,,
Overvaluation (FCF),109%,173%,124%,207%,127%,144%,147%,102%,95%,107%,116%,115%,94%
Overvaluation (Earnings),133%,235%,155%,243%,139%,172%,164%,114%,129%,161%,184%,154%,118%
FCF/PRICE,189.64,114.33,135.72,67.81,99.01,126.29,72.47,122.13,241.8,188.43,200.93,196.26,207.78
P/E,21.34,31.27,21.44,33.95,17.85,27.7,24.91,17.66,30.68,31.22,32.07,24.55,18.22
Market cap,5.65,12.23,9.71,18.46,13.61,23.77,28.54,21.66,44.18,54.34,61.48,59.17,47.42
ROIC,8.18,1.28,1.91,-7.59,-8.12,1.11,1.2,-6.48,0.24,0.33,-1.78,-2.4,-6.08
Price,9.56,20.95,17.9,36.5,27.49,43.21,54.05,44.69,54,70.24,84.67,87.41,76.9
Outcome short,,1.19,-0.15,1.04,-0.25,0.57,0.25,-0.17,0.21,0.3,0.21,0.03,-0.12
Outcome long,,,0.87,0.74,0.54,0.18,0.97,0.03,0,0.57,0.57,0.24,-0.09
,,,,,,,,,,,,,
Overvaluation (FCF),207%,199%,,,,,,1021%,1066%,,,,
Overvaluation (Earnings),166%,168%,226%,149%,124%,126%,233%,311%,300%,221%,331%,346%,270%
FCF/PRICE, -   , -   , -   ,2.71,2.94,0.99,0.79,0.67,0.79,2.41,1.23,1.19,1.71
P/E,24.94,27.77,52.76,22.99,36.72,28.75,100.19,113.31,43.01,35.52,100.29,68.6,47.19
Market cap,1.93,2.12,3.03,2.43,2.06,2.41,3.58,4.76,5.34,5.37,13.16,15.65,13.94
ROIC,0.17,0.14,-0.83,-1.11,-1.55,-1.66,-0.7,-0.36,-0.49,-0.44,-0.1,-0.09,-0.75
Price,83.8,92.2,129.25,97.49,76.75,83.65,114.22,140.51,146.65,143.51,206.6,239.41,212.83
Outcome short,,0.1,0.4,-0.25,-0.21,0.09,0.37,0.23,0.04,-0.02,0.44,0.16,-0.11
Outcome long,,,0.54,0.06,-0.41,-0.14,0.49,0.68,0.28,0.02,0.41,0.67,0.03
,,,,,,,,,,,,,
Overvaluation (FCF),97%,130%,117%,29%,8%,17%,19%,22%,28%,99%,138%,181%,230%
Overvaluation (Earnings),125%,124%,113%,17%,5%,,,85%,95%,296%,211%,230%,161%
FCF/PRICE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E,15.1,18.63,15.57,-1.04,-1.15,-1.49,-123.08,14.74,-22.95,67.72,24.26,32.57,19.05
Market cap,5.53,8.69,9.56,1.64,0.62,3.33,3.53,2.27,2.56,5.64,7.02,8.64,9.49
ROIC,0.45,0.16,0.13,0.18,-0.69,-0.39,-1.84,4.98,1.71,-1.11,-0.78,-2.87,0.6
Price,149.5,208.6,224.2,35.5,11.5,17.6,16,7.96,8.95,19.64,24.26,29.64,34.67
Outcome short,,0.4,0.07,-0.84,-0.68,0.53,-0.09,-0.5,0.12,1.19,0.24,0.22,0.17
Outcome long,,,0.5,-0.83,-0.95,-0.5,0.39,-0.55,-0.44,1.47,1.71,0.51,0.43
,,,,,,,,,,,,,
Overvaluation (FCF),130%,106%,100%,120%,60%,81%,123%,109%,130%,162%,151%,105%,114%
Overvaluation (Earnings),181%,136%,116%,125%,60%,83%,129%,106%,119%,157%,130%,92%,113%
FCF/PRICE,62.52,88.46,87.57,75.47,150.64,84.53,63.69,83.55,101.79,64.56,78.8,88.87,68.78
P/E,17.52,12.83,12.08,14.65,7.63,27.9,18.59,11.08,15.66,19.52,18.07,12.3,15.76
Market cap,11.09,9.96,10.99,14.2,8.21,10.57,17.25,14.56,25.5,36.16,31.8,23.88,28.94
ROIC,1.16,1.12,2.85,1.2,0.57,0.82,6.61,8.38,0.16,0.22,-1.95,-1.64,-4.36
Price,36.18,33.55,37.57,48.48,24.86,31.81,50.76,43.53,54.18,76.12,67.96,52.04,66.81
Outcome short,,-0.07,0.12,0.29,-0.49,0.28,0.6,-0.14,0.24,0.4,-0.11,-0.23,0.28
Outcome long,,,0.04,0.45,-0.34,-0.34,1.04,0.37,0.07,0.75,0.25,-0.32,-0.02
,,,,,,,,,,,,,
Overvaluation (FCF),143%,130%,122%,201%,159%,246%,144%,144%,105%,212%,149%,166%,169%
Overvaluation (Earnings),140%,126%,150%,163%,100%,91%,75%,73%,69%,76%,116%,94%,89%
FCF/PRICE,34.51,45.34,26.7,27.25,45.3,39.03,39.2,67.77,64.41,64.18,44,45.2,49.64
P/E,17.2,16.38,17.22,21.34,13.41,12.99,10.64,9.68,13.39,15.86,16.76,-69.05,9.72
Market cap,14.66,14.25,18.71,23.08,15.74,15.48,12.66,12.88,11.34,11.29,15.68,12.19,12.45
ROIC,0.9,1.14,1.64,0.77,0.62,0.34,0.66,0.7,0.15,-0.16,0.32,1.19,0.38
Price,67.59,68.65,92.32,119.52,83.13,81.84,70.83,73.05,63.75,63.27,87.48,68.36,69.53
Outcome short,,0.02,0.34,0.29,-0.3,-0.02,-0.13,0.03,-0.13,-0.01,0.38,-0.22,0.02
Outcome long,,,0.37,0.74,-0.1,-0.32,-0.15,-0.11,-0.1,-0.13,0.37,0.08,-0.21
,,,,,,,,,,,,,
Overvaluation (FCF),149%,151%,141%,126%,155%,274%,408%,288%,309%,163%,178%,193%,194%
Overvaluation (Earnings),238%,205%,183%,131%,136%,154%,235%,178%,198%,121%,156%,167%,163%
FCF/PRICE,18.93,18.67,19.23,32.64,18.81,13.38,8.36,9.48,7.7,10.51,6.69,6.03,6.21
P/E,"1,290.00",32.7,22.4,24.57,25.07,22.27,44.17,35.71,36.66,19.23,17.03,35.1,33.91
Market cap,2.45,2.48,2.71,2.6,3.06,4.93,9.3,8.07,10.31,7.19,13.73,17.01,18.35
